Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	GEO Series	GEO Sample	PMID	Biosample ID	biosample_strain	biosample_genotype	reference_sequence	project_name	condition_name	strain_description	base_media	carbon_source	nitrogen_source	aerobicity	supplement	temperature	pH	growth_phase	OD	co_culture	time	host_plant	host_genotype	infiltration_agent	inoculation_time (h post infiltration)	sample_time (h post inoculation)	additional_notes
ERX1050026	1/1/16 5:25	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR973045	ERP011205	PRJEB10027	307440	ERS800594	SAMEA3493445	ERA461562	RNA-Seq	cDNA	TRANSCRIPTOMIC		Macrogen	474	47.4	2137318				4379990		fleQ mutant		fleQ_mut	fleQ_liquid	DC3000 mut_fleQ	MMR					20			1.5								
ERX1050027	1/1/16 5:25	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR973046	ERP011205	PRJEB10027	307440	ERS800595	SAMEA4086599	ERA461562	RNA-Seq	cDNA	TRANSCRIPTOMIC		Macrogen	480	48	2137319				4379991		fleQ mutant		fleQ_mut	fleQ_swarm	DC3000 mut_fleQ	swarming plate																
ERX1050028	1/1/16 5:25	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR973047	ERP011205	PRJEB10027	307440	ERS800596	SAMEA3493447	ERA461562	RNA-Seq	cDNA	TRANSCRIPTOMIC		Macrogen	458	45.8	2137320				4379992		wild type genotype		fleQ_mut	WT_liquid	DC3000	MMR					20			1.5								
ERX1050029	1/1/16 5:25	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR973048	ERP011205	PRJEB10027	307440	ERS800597	SAMEA4086596	ERA461562	RNA-Seq	cDNA	TRANSCRIPTOMIC		Macrogen	476	47.6	2137321				4379993		wild type genotype		fleQ_mut	WT_swarm	DC3000	swarming plate																
ERX2322625	1/24/19 9:37	323	Pseudomonas syringae pv. tomato	251701	1236	323	Pseudomonas syringae group genomosp. 3	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR2270906;ERR2270907	ERP106481	PRJEB24639	514549	ERS2160297	SAMEA104549013	ERA1189496	RNA-Seq	cDNA	TRANSCRIPTOMIC		Macrogen	250	25	7125266				10691745	DC3000			compounds	DMSO	DC3000	LB				DMSO	28			1.5								
ERX2322626	1/24/19 9:37	323	Pseudomonas syringae pv. tomato	251701	1236	323	Pseudomonas syringae group genomosp. 3	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR2270908;ERR2270909	ERP106481	PRJEB24639	514549	ERS2160298	SAMEA104549014	ERA1189496	RNA-Seq	cDNA	TRANSCRIPTOMIC		Macrogen	250	25	7125267				10691746	DC3000			compounds	naringenin	DC3000	LB				naringenin	28			1.5								
ERX2322627	1/24/19 9:37	323	Pseudomonas syringae pv. tomato	251701	1236	323	Pseudomonas syringae group genomosp. 3	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR2270910;ERR2270911	ERP106481	PRJEB24639	514549	ERS2160299	SAMEA104549015	ERA1189496	RNA-Seq	cDNA	TRANSCRIPTOMIC		Macrogen	250	25	7125268				10691747	DC3000			compounds	phloretin	DC3000	LB				phloretin	28			1.5								
SRX1828913	6/12/16 16:20	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3644698	SRP076234	PRJNA324711	324711	SRS1490487	SAMN05213586	SRA431728	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		USDA-ARS	0	0	2612083				5213586	PS368+pJN105			algU_regulon	empty_vector	DC3000																	
SRX1828914	6/12/16 16:23	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3644699	SRP076234	PRJNA324711	324711	SRS1490488	SAMN05213587	SRA431728	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		USDA-ARS	0	0	2612084				5213587	PS368+pEM53			algU_regulon	algU_del_sacB	DC3000																	
SRX1828915	6/12/16 16:20	223283	Pseudomonas syringae pv. tomato str. DC3000	251701	1236	223283	Pseudomonas syringae group genomosp. 3	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3644700	SRP076234	PRJNA324711	324711	SRS1490489	SAMN05213588	SRA431728	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		USDA-ARS	0	0	2612085				5213588	PS368+pJN105			algU_regulon	empty_vector	DC3000																	
